,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
 1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
"The video first shows an initial central block structure. Then the camera keeps moving while a robot hand makes several add/remove attempts. After all actions finish, how many blocks remain in the central structure?",/nas2/benchmarks/vpi/real/processed/block_counting/0045_pt1.mp4,block_counting,No,Count,Atmoic,Sihyun,"Occlusion, Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"The video first shows an initial central block structure. Then the camera keeps moving while a robot hand makes several add/remove attempts. After all actions finish, how many blocks remain in the central structure?",/nas2/benchmarks/vpi/real/processed/block_counting/0046_pt1.mp4,block_counting,No,Count,Atmoic,Sihyun,"Occlusion, Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"The video first shows an initial central block structure. Then the camera keeps moving while a robot hand makes several add/remove attempts. After all actions finish, how many blocks remain in the central structure?",/nas2/benchmarks/vpi/real/processed/block_counting/0047_pt1.mp4,block_counting,No,Count,Atmoic,Sihyun,"Occlusion, Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"The video first shows an initial central block structure. Then the camera keeps moving while a robot hand makes several add/remove attempts. After all actions finish, how many blocks remain in the central structure?",/nas2/benchmarks/vpi/real/processed/block_counting/0048_pt1.mp4,block_counting,No,Count,Atmoic,Sihyun,"Occlusion, Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"The video first shows an initial central block structure. Then the camera keeps moving while a robot hand makes several add/remove attempts. After all actions finish, how many blocks remain in the central structure?",/nas2/benchmarks/vpi/real/processed/block_counting/0049_pt1.mp4,block_counting,No,Count,Atmoic,Sihyun,"Occlusion, Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"The video first shows an initial central block structure. Then the camera keeps moving while a robot hand makes several add/remove attempts. After all actions finish, how many blocks remain in the central structure?",/nas2/benchmarks/vpi/real/processed/block_counting/0050_pt1.mp4,block_counting,No,Count,Atmoic,Sihyun,"Occlusion, Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0001_pt1.mp4,dice,No,Count,Atmoic,Sihyun,"Occlusion, Action ambiguity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0002_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0003_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Blue** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0004_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0005_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0006_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0007_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Red** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0008_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0009_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Red** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0010_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0011_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Green** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0012_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Green** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0013_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0014_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0015_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Blue** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0016_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Green** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0017_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Green** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0018_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0019_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0020_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0021_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Green** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0022_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0023_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0024_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Blue** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0025_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0026_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **White** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0027_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0028_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Green** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0029_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Green** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0030_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0031_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Red** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0032_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0033_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0034_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0035_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **White** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0036_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0037_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **White** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0038_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Blue** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0039_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0040_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Red** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0041_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0042_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Green** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0043_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0044_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Pink** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0045_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Yellow** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0046_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Red** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0047_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Red** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0048_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Red** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0049_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"During the roll, how many times did the **Blue** face land on the bottom? (Consecutive stays count as 1, including the initial position)",/nas2/benchmarks/vpi/real/processed/dice/0050_pt1.mp4,dice,No,Count,Atmoic,Sihyun,Occlusion,,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_1
 (B) ball_2
 (C) ball_3
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0001_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_1
 (B) ball_3
 (C) ball_2
 (D) ball_6",/nas2/benchmarks/vpi/real/processed/funnel_ball/0002_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_1
 (B) ball_4
 (C) ball_2
 (D) ball_3",/nas2/benchmarks/vpi/real/processed/funnel_ball/0003_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_5
 (B) ball_2
 (C) ball_3
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0004_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_2
 (B) ball_6
 (C) ball_3
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0005_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_2
 (B) ball_5
 (C) ball_1
 (D) ball_6",/nas2/benchmarks/vpi/real/processed/funnel_ball/0006_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_2
 (C) ball_6
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0007_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_4
 (B) ball_1
 (C) ball_2
 (D) ball_6",/nas2/benchmarks/vpi/real/processed/funnel_ball/0008_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_6
 (B) ball_5
 (C) ball_1
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0009_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_5
 (B) ball_1
 (C) ball_6
 (D) ball_2",/nas2/benchmarks/vpi/real/processed/funnel_ball/0010_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_4
 (B) ball_5
 (C) ball_1
 (D) ball_3",/nas2/benchmarks/vpi/real/processed/funnel_ball/0011_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_6
 (B) ball_1
 (C) ball_2
 (D) ball_3",/nas2/benchmarks/vpi/real/processed/funnel_ball/0012_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_5
 (B) ball_4
 (C) ball_2
 (D) ball_3",/nas2/benchmarks/vpi/real/processed/funnel_ball/0013_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_2
 (B) ball_5
 (C) ball_6
 (D) ball_3",/nas2/benchmarks/vpi/real/processed/funnel_ball/0014_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_1
 (B) ball_4
 (C) ball_6
 (D) ball_5",/nas2/benchmarks/vpi/real/processed/funnel_ball/0015_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_6
 (B) ball_4
 (C) ball_1
 (D) ball_2",/nas2/benchmarks/vpi/real/processed/funnel_ball/0016_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_6
 (B) ball_1
 (C) ball_2
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0017_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_6
 (C) ball_1
 (D) ball_2",/nas2/benchmarks/vpi/real/processed/funnel_ball/0018_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_2
 (C) ball_1
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0019_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_2
 (C) ball_1
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0020_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_4
 (B) ball_6
 (C) ball_3
 (D) ball_5",/nas2/benchmarks/vpi/real/processed/funnel_ball/0021_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_4
 (B) ball_1
 (C) ball_3
 (D) ball_5",/nas2/benchmarks/vpi/real/processed/funnel_ball/0022_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_2
 (B) ball_3
 (C) ball_5
 (D) ball_1",/nas2/benchmarks/vpi/real/processed/funnel_ball/0023_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_1
 (B) ball_4
 (C) ball_3
 (D) ball_5",/nas2/benchmarks/vpi/real/processed/funnel_ball/0024_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_1
 (B) ball_6
 (C) ball_2
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0025_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_4
 (C) ball_5
 (D) ball_1",/nas2/benchmarks/vpi/real/processed/funnel_ball/0026_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_4
 (B) ball_6
 (C) ball_1
 (D) ball_2",/nas2/benchmarks/vpi/real/processed/funnel_ball/0027_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_1
 (B) ball_5
 (C) ball_6
 (D) ball_2",/nas2/benchmarks/vpi/real/processed/funnel_ball/0028_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_3
 (B) ball_1
 (C) ball_2
 (D) ball_6",/nas2/benchmarks/vpi/real/processed/funnel_ball/0029_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_4
 (B) ball_2
 (C) ball_1
 (D) ball_6",/nas2/benchmarks/vpi/real/processed/funnel_ball/0030_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Balls are indexed left-to-right in the last frame before any release from `ball_1` through `ball_6`. Which ball took the longest time to fall through the hole after its own release?
 
 (A) ball_6
 (B) ball_5
 (C) ball_3
 (D) ball_4",/nas2/benchmarks/vpi/real/processed/funnel_ball/0031_pt1.mp4,funnel_ball,No,Location,Dict,Sihyun,"Multi-entity attribution, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
